Dataset,Raw_ECE,Raw_Brier,TS_ECE,TS_Brier,HLPH_ECE,HLPH_Brier,Best_Lambda
Dataset001_LungVessel,0.00041386214581329316,0.0009083613404072821,0.00024211341889124517,0.0008973797127902752,0.0002541251831224076,0.0008991302420335583,1.0
Dataset002_PortalVein,0.0004255187365643055,0.0004943679086863995,0.0001884719905684358,0.0004583985921748123,0.0003063384180563747,0.0004886628801831279,1.0
Dataset003_ACDC,0.0900952751707303,0.24581731855869293,0.0902372265469257,0.2459131204447834,0.09006084226311747,0.24581777234882765,0.5
